tid,cid,pid,q
1468,769,168,1
1468,769,193,2
1468,769,402,1
1468,769,567,1
1468,769,620,1
1468,769,676,2
1468,769,695,2
1468,769,754,2
1468,769,849,2
1468,769,899,3
1469,767,74,2
1469,767,101,1
1469,767,116,1
1469,767,180,1
1469,767,190,1
1469,767,201,3
1469,767,222,2
1469,767,792,2
1469,767,861,2
1469,767,917,1
1470,307,6,1
1470,307,108,2
1470,307,231,1
1470,307,277,1
1470,307,300,1
1470,307,301,2
1470,307,330,2
1470,307,341,1
1470,307,381,3
1470,307,387,2
1470,307,472,3
1470,307,608,2
1470,307,617,1
1470,307,656,1
1470,307,669,1
1470,307,717,1
1470,307,746,2
1470,307,785,1
1470,307,869,2
1470,307,974,1
1471,987,85,2
1471,987,190,1
1471,987,216,2
1471,987,344,2
1471,987,347,3
1471,987,463,2
1471,987,485,1
1471,987,494,1
1471,987,500,1
1471,987,509,2
1471,987,542,3
1471,987,630,3
1471,987,713,2
1471,987,722,4
1471,987,734,2
1471,987,804,1
1471,987,809,2
1471,987,847,2
1471,987,856,2
1471,987,903,3
1472,993,23,1
1472,993,119,1
1472,993,199,1
1472,993,201,1
1472,993,352,1
1472,993,399,2
1472,993,415,2
1472,993,563,1
1472,993,575,2
1472,993,582,2
1472,993,675,2
1472,993,875,3
1472,993,885,1
1472,993,910,1
1472,993,925,2
1472,993,964,2
1473,454,31,2
1473,454,60,1
1473,454,75,3
1473,454,84,1
1473,454,158,1
1473,454,257,2
1473,454,274,4
1473,454,361,1
1473,454,363,1
1473,454,415,1
1473,454,442,2
1473,454,478,2
1473,454,522,1
1473,454,575,2
1473,454,614,2
1473,454,656,2
1473,454,694,2
1473,454,704,1
1473,454,713,2
1473,454,740,2
1473,454,795,2
1473,454,836,1
1473,454,878,1
1473,454,899,1
1473,454,916,1
1473,454,981,2
1474,830,26,2
1474,830,56,2
1474,830,80,2
1474,830,176,2
1474,830,206,2
1474,830,245,2
1474,830,267,3
1474,830,269,2
1474,830,311,1
1474,830,332,2
1474,830,461,2
1474,830,578,1
1474,830,590,2
1474,830,603,2
1474,830,611,2
1474,830,646,2
1474,830,675,2
1474,830,694,1
1474,830,754,2
1474,830,795,1
1474,830,797,1
1474,830,819,3
1474,830,851,2
1474,830,987,1
1475,905,21,1
1475,905,37,1
1475,905,202,3
1475,905,213,1
1475,905,217,1
1475,905,240,1
1475,905,257,1
1475,905,261,2
1475,905,272,1
1475,905,369,1
1475,905,455,2
1475,905,483,1
1475,905,519,2
1475,905,531,1
1475,905,569,1
1475,905,586,2
1475,905,636,2
1475,905,659,3
1475,905,748,1
1475,905,778,1
1475,905,785,1
1475,905,815,1
1476,741,48,2
1476,741,115,2
1476,741,137,1
1476,741,248,1
1476,741,294,3
1476,741,582,2
1476,741,717,2
1476,741,775,2
1476,741,811,1
1476,741,926,1
1477,709,2,2
1477,709,17,2
1477,709,237,2
1477,709,253,1
1477,709,459,1
1477,709,491,2
1477,709,526,1
1477,709,568,1
1477,709,722,1
1477,709,804,4
1477,709,843,1
1477,709,928,1
1478,555,23,2
1478,555,123,1
1478,555,152,2
1478,555,187,3
1478,555,235,3
1478,555,330,4
1478,555,348,1
1478,555,382,1
1478,555,394,1
1478,555,543,1
1478,555,659,1
1478,555,779,2
1478,555,841,3
1479,501,159,2
1479,501,390,1
1479,501,407,3
1479,501,421,1
1479,501,471,3
1479,501,505,2
1479,501,536,4
1479,501,560,2
1479,501,590,2
1479,501,740,1
1479,501,815,2
1479,501,953,2
1479,501,999,1
1480,611,195,1
1480,611,209,2
1480,611,317,2
1480,611,391,1
1480,611,498,1
1480,611,642,3
1480,611,759,1
1480,611,807,1
1480,611,853,1
1480,611,954,2
1481,284,41,1
1481,284,73,1
1481,284,77,2
1481,284,134,2
1481,284,146,1
1481,284,187,1
1481,284,257,1
1481,284,296,1
1481,284,320,4
1481,284,338,1
1481,284,371,1
1481,284,427,2
1481,284,445,1
1481,284,459,1
1481,284,538,2
1481,284,552,2
1481,284,574,1
1481,284,575,3
1481,284,659,3
1481,284,693,3
1481,284,707,3
1481,284,927,1
1482,17,58,1
1482,17,62,1
1482,17,75,1
1482,17,126,2
1482,17,135,2
1482,17,195,2
1482,17,281,1
1482,17,303,2
1482,17,315,1
1482,17,410,3
1482,17,448,2
1482,17,451,4
1482,17,465,1
1482,17,507,3
1482,17,523,2
1482,17,566,3
1482,17,577,2
1482,17,611,2
1482,17,615,1
1482,17,647,1
1482,17,726,1
1482,17,753,1
1482,17,808,1
1482,17,908,2
1482,17,918,1
1482,17,950,3
1482,17,992,1
1483,199,15,1
1483,199,150,1
1483,199,319,1
1483,199,325,3
1483,199,351,1
1483,199,366,2
1483,199,422,1
1483,199,426,5
1483,199,447,2
1483,199,504,2
1483,199,568,1
1483,199,572,2
1483,199,594,1
1483,199,625,3
1483,199,772,1
1483,199,992,1
1484,712,295,2
1484,712,380,1
1484,712,383,3
1484,712,388,1
1484,712,476,2
1484,712,528,1
1484,712,545,1
1484,712,569,2
1484,712,608,1
1484,712,619,1
1484,712,672,1
1484,712,673,2
1484,712,691,2
1484,712,711,1
1484,712,796,1
1484,712,802,2
1484,712,817,1
1484,712,820,2
1484,712,845,2
1484,712,961,1
1484,712,984,1
1485,152,23,2
1485,152,35,1
1485,152,53,1
1485,152,64,3
1485,152,139,2
1485,152,153,1
1485,152,382,1
1485,152,489,1
1485,152,528,1
1485,152,609,1
1485,152,676,1
1485,152,718,3
1485,152,736,1
1485,152,743,2
1485,152,797,1
1485,152,835,1
1486,791,40,3
1486,791,60,1
1486,791,284,1
1486,791,374,1
1486,791,391,2
1486,791,393,1
1486,791,396,1
1486,791,486,2
1486,791,549,2
1486,791,684,2
1486,791,731,2
1486,791,821,4
1486,791,964,1
1486,791,999,2
1487,741,94,1
1487,741,170,1
1487,741,213,2
1487,741,298,2
1487,741,305,1
1487,741,332,1
1487,741,342,1
1487,741,387,1
1487,741,456,1
1487,741,659,3
1487,741,665,1
1487,741,769,2
1487,741,940,4
1488,628,8,1
1488,628,75,2
1488,628,188,2
1488,628,391,1
1488,628,513,1
1488,628,530,3
1488,628,545,1
1488,628,552,1
1488,628,600,3
1488,628,632,2
1488,628,641,1
1488,628,688,1
1488,628,825,1
1488,628,851,2
1488,628,874,1
1488,628,892,2
1488,628,917,1
1488,628,989,2
1489,200,33,2
1489,200,94,1
1489,200,118,2
1489,200,129,2
1489,200,136,1
1489,200,196,1
1489,200,201,1
1489,200,307,2
1489,200,338,1
1489,200,456,1
1489,200,460,3
1489,200,477,3
1489,200,531,2
1489,200,550,3
1489,200,672,2
1489,200,779,1
1489,200,828,2
1489,200,854,1
1489,200,979,2
1490,351,1,1
1490,351,26,3
1490,351,28,3
1490,351,41,4
1490,351,171,3
1490,351,223,1
1490,351,264,1
1490,351,363,2
1490,351,378,2
1490,351,424,2
1490,351,496,2
1490,351,550,1
1490,351,604,1
1490,351,609,1
1490,351,690,1
1490,351,785,3
1490,351,870,3
1491,721,85,2
1491,721,114,1
1491,721,182,1
1491,721,243,2
1491,721,257,1
1491,721,274,2
1491,721,330,1
1491,721,446,1
1491,721,507,2
1491,721,552,1
1491,721,563,2
1491,721,595,1
1491,721,754,1
1491,721,782,1
1491,721,933,2
1492,85,60,2
1492,85,124,2
1492,85,170,1
1492,85,313,1
1492,85,582,1
1492,85,809,2
1492,85,822,1
1492,85,976,1
1493,574,59,2
1493,574,90,2
1493,574,109,3
1493,574,277,2
1493,574,305,1
1493,574,317,1
1493,574,333,1
1493,574,354,1
1493,574,384,3
1493,574,526,1
1493,574,545,1
1493,574,667,1
1493,574,677,2
1493,574,800,4
1494,573,108,2
1494,573,158,3
1494,573,563,2
1494,573,602,2
1494,573,603,1
1494,573,673,2
1494,573,749,1
1494,573,927,2
1495,545,85,1
1495,545,183,1
1495,545,190,1
1495,545,197,2
1495,545,303,1
1495,545,359,2
1495,545,448,3
1495,545,614,1
1495,545,689,1
1495,545,755,2
1495,545,759,1
1495,545,768,1
1495,545,791,1
1495,545,959,2
1496,73,31,1
1496,73,140,1
1496,73,179,1
1496,73,310,2
1496,73,318,2
1496,73,501,1
1496,73,539,1
1496,73,609,1
1496,73,637,2
1496,73,754,1
1496,73,768,1
1496,73,779,2
1496,73,782,1
1496,73,809,2
1496,73,952,1
1496,73,959,1
1497,870,182,1
1497,870,358,2
1497,870,437,2
1497,870,439,2
1497,870,460,1
1497,870,533,3
1497,870,536,1
1497,870,557,2
1497,870,638,2
1497,870,673,2
1497,870,675,2
1497,870,701,3
1497,870,705,1
1497,870,737,3
1497,870,748,1
1497,870,792,3
1497,870,800,1
1497,870,866,1
1497,870,945,1
1497,870,983,1
1497,870,992,1
1498,833,2,1
1498,833,25,2
1498,833,30,2
1498,833,39,1
1498,833,53,2
1498,833,78,1
1498,833,101,1
1498,833,162,2
1498,833,179,2
1498,833,195,2
1498,833,201,2
1498,833,426,1
1498,833,474,1
1498,833,543,2
1498,833,610,1
1498,833,647,2
1498,833,657,2
1498,833,673,1
1498,833,674,2
1498,833,755,1
1498,833,848,3
1498,833,890,1
1498,833,902,2
1498,833,937,2
1498,833,964,2
1499,206,26,1
1499,206,42,2
1499,206,77,3
1499,206,78,2
1499,206,115,2
1499,206,137,1
1499,206,310,2
1499,206,354,2
1499,206,390,1
1499,206,477,2
1499,206,528,1
1499,206,564,2
1499,206,643,1
1499,206,656,1
1499,206,812,1
1499,206,828,3
1499,206,916,1
1499,206,947,2
1499,206,992,2
1500,239,23,1
1500,239,34,2
1500,239,106,4
1500,239,217,3
1500,239,305,3
1500,239,370,1
1500,239,389,1
1500,239,419,1
1500,239,518,2
1500,239,532,1
1500,239,567,2
1500,239,576,1
1500,239,582,1
1500,239,587,1
1500,239,676,1
1500,239,707,1
1500,239,710,2
1500,239,833,1
1500,239,959,1
1501,530,73,1
1501,530,74,1
1501,530,92,1
1501,530,116,2
1501,530,179,2
1501,530,197,1
1501,530,279,2
1501,530,363,2
1501,530,369,1
1501,530,451,2
1501,530,517,1
1501,530,755,1
1501,530,772,1
1501,530,779,4
1501,530,925,3
1502,551,100,2
1502,551,204,4
1502,551,376,1
1502,551,407,3
1502,551,474,1
1502,551,498,2
1502,551,669,2
1502,551,703,1
1502,551,705,2
1502,551,740,2
1502,551,861,1
1502,551,959,3
1502,551,989,2
1503,656,48,1
1503,656,199,1
1503,656,209,1
1503,656,234,1
1503,656,281,1
1503,656,284,2
1503,656,287,4
1503,656,298,2
1503,656,322,1
1503,656,326,3
1503,656,350,3
1503,656,548,1
1503,656,582,2
1503,656,614,2
1503,656,627,2
1503,656,675,2
1503,656,810,2
1503,656,863,1
1503,656,867,2
1503,656,913,3
1503,656,917,2
1503,656,953,2
1503,656,958,1
1503,656,1000,3
1504,912,80,1
1504,912,163,1
1504,912,243,1
1504,912,265,1
1504,912,366,2
1504,912,379,1
1504,912,486,2
1504,912,564,3
1504,912,615,4
1504,912,863,1
1504,912,957,2
1504,912,961,3
1505,540,71,1
1505,540,78,2
1505,540,179,1
1505,540,187,1
1505,540,202,1
1505,540,296,2
1505,540,355,1
1505,540,457,1
1505,540,474,1
1505,540,502,1
1505,540,568,1
1505,540,620,3
1505,540,984,1
1506,879,40,1
1506,879,57,2
1506,879,78,1
1506,879,387,1
1506,879,547,2
1506,879,577,3
1506,879,604,2
1506,879,615,1
1506,879,656,1
1506,879,665,2
1506,879,775,2
1506,879,811,1
1506,879,833,3
1506,879,863,2
1506,879,881,4
1506,879,929,1
1506,879,985,3
1506,879,999,4
1507,288,36,2
1507,288,37,1
1507,288,56,2
1507,288,58,2
1507,288,82,1
1507,288,151,2
1507,288,168,1
1507,288,182,3
1507,288,298,3
1507,288,311,2
1507,288,326,1
1507,288,356,3
1507,288,399,4
1507,288,536,2
1507,288,584,1
1507,288,597,1
1507,288,696,3
1507,288,735,1
1507,288,822,1
1507,288,856,1
1507,288,886,1
1507,288,943,2
1507,288,987,2
1508,490,29,1
1508,490,56,1
1508,490,58,1
1508,490,60,2
1508,490,187,2
1508,490,235,1
1508,490,322,2
1508,490,403,3
1508,490,454,2
1508,490,521,1
1508,490,522,1
1508,490,573,2
1508,490,586,1
1508,490,679,1
1508,490,700,1
1508,490,717,2
1508,490,739,1
1508,490,768,1
1508,490,787,1
1508,490,792,2
1508,490,827,1
1509,510,36,1
1509,510,48,1
1509,510,101,2
1509,510,123,2
1509,510,156,1
1509,510,176,2
1509,510,260,1
1509,510,276,2
1509,510,332,2
1509,510,345,1
1509,510,356,1
1509,510,391,2
1509,510,401,2
1509,510,501,1
1509,510,637,1
1509,510,654,1
1509,510,690,1
1509,510,714,1
1509,510,903,1
1509,510,959,1
1510,352,13,1
1510,352,95,3
1510,352,205,1
1510,352,310,3
1510,352,396,2
1510,352,410,3
1510,352,477,1
1510,352,647,1
1510,352,764,1
1510,352,776,1
1510,352,788,4
1510,352,822,2
1510,352,951,1
1511,506,26,1
1511,506,34,2
1511,506,43,1
1511,506,156,2
1511,506,168,1
1511,506,185,2
1511,506,187,2
1511,506,204,3
1511,506,268,1
1511,506,332,1
1511,506,358,1
1511,506,451,1
1511,506,460,1
1511,506,489,2
1511,506,507,2
1511,506,575,2
1511,506,608,2
1511,506,644,3
1511,506,654,2
1511,506,663,2
1511,506,710,2
1511,506,723,1
1511,506,806,2
1511,506,841,2
1512,309,9,1
1512,309,121,1
1512,309,148,1
1512,309,185,2
1512,309,225,3
1512,309,279,2
1512,309,294,2
1512,309,325,1
1512,309,416,2
1512,309,440,2
1512,309,493,1
1512,309,560,2
1512,309,689,1
1512,309,701,1
1512,309,766,1
1512,309,797,1
1512,309,847,2
1512,309,920,2
1512,309,944,1
1512,309,949,1
1512,309,972,1
1512,309,993,2
1513,697,129,1
1513,697,290,2
1513,697,298,1
1513,697,382,1
1513,697,386,1
1513,697,465,1
1513,697,504,2
1513,697,563,2
1513,697,587,3
1513,697,598,2
1513,697,764,2
1513,697,811,1
1513,697,855,1
1513,697,955,1
1514,134,26,1
1514,134,40,3
1514,134,114,2
1514,134,170,1
1514,134,226,2
1514,134,301,1
1514,134,305,3
1514,134,317,3
1514,134,471,1
1514,134,569,1
1514,134,706,2
1514,134,969,2
1515,532,33,3
1515,532,40,1
1515,532,46,2
1515,532,101,1
1515,532,201,1
1515,532,202,4
1515,532,211,1
1515,532,212,2
1515,532,217,1
1515,532,305,1
1515,532,427,3
1515,532,477,1
1515,532,571,1
1515,532,597,2
1515,532,664,5
1515,532,799,3
1515,532,957,1
1516,969,37,1
1516,969,50,2
1516,969,123,1
1516,969,267,1
1516,969,332,2
1516,969,445,3
1516,969,499,1
1516,969,539,1
1516,969,547,3
1516,969,574,2
1516,969,683,4
1516,969,701,2
1516,969,753,2
1516,969,805,2
1516,969,996,1
1517,292,11,1
1517,292,26,1
1517,292,188,1
1517,292,203,2
1517,292,454,1
1517,292,778,1
1517,292,832,1
1518,925,73,2
1518,925,158,3
1518,925,213,1
1518,925,249,2
1518,925,297,1
1518,925,402,1
1518,925,415,2
1518,925,463,1
1518,925,563,3
1518,925,569,1
1518,925,579,2
1518,925,608,1
1518,925,635,1
1518,925,811,1
1518,925,838,2
1518,925,918,1
1518,925,939,2
1519,801,21,3
1519,801,36,2
1519,801,56,1
1519,801,335,2
1519,801,477,1
1519,801,566,1
1519,801,672,1
1519,801,799,1
1519,801,820,2
1519,801,949,1
1519,801,1000,2
1520,165,23,2
1520,165,26,2
1520,165,92,1
1520,165,130,1
1520,165,143,1
1520,165,176,1
1520,165,259,1
1520,165,275,3
1520,165,356,1
1520,165,367,1
1520,165,374,1
1520,165,382,2
1520,165,425,2
1520,165,463,1
1520,165,484,1
1520,165,560,3
1520,165,666,1
1520,165,678,1
1520,165,822,1
1520,165,835,1
1520,165,934,1
1521,428,49,2
1521,428,117,1
1521,428,181,3
1521,428,182,2
1521,428,188,2
1521,428,189,2
1521,428,258,1
1521,428,274,2
1521,428,305,2
1521,428,319,1
1521,428,388,1
1521,428,396,1
1521,428,466,2
1521,428,519,3
1521,428,653,1
1521,428,680,2
1521,428,716,1
1521,428,754,1
1521,428,776,1
1521,428,788,3
1521,428,839,3
1521,428,897,1
1521,428,920,1
1521,428,937,1
1521,428,941,1
1522,526,47,1
1522,526,89,1
1522,526,106,2
1522,526,189,2
1522,526,361,2
1522,526,375,3
1522,526,455,1
1522,526,578,2
1522,526,610,1
1522,526,622,2
1522,526,667,1
1522,526,861,1
1522,526,972,1
1523,447,38,3
1523,447,64,2
1523,447,182,3
1523,447,223,1
1523,447,526,2
1523,447,596,3
1523,447,602,2
1523,447,645,3
1523,447,672,2
1523,447,768,3
1523,447,896,1
1523,447,969,1
1524,389,40,1
1524,389,71,2
1524,389,189,2
1524,389,223,2
1524,389,235,2
1524,389,460,2
1524,389,519,3
1524,389,545,2
1524,389,582,2
1524,389,705,2
1524,389,722,1
1524,389,723,3
1524,389,784,2
1524,389,870,2
1525,72,26,2
1525,72,59,4
1525,72,85,1
1525,72,109,2
1525,72,126,1
1525,72,187,1
1525,72,281,1
1525,72,355,1
1525,72,439,1
1525,72,442,3
1525,72,585,2
1525,72,643,1
1525,72,716,1
1525,72,830,2
1525,72,954,2
1526,663,4,2
1526,663,19,2
1526,663,38,1
1526,663,66,1
1526,663,122,1
1526,663,140,1
1526,663,169,1
1526,663,513,1
1526,663,546,2
1526,663,636,1
1526,663,662,1
1526,663,664,1
1526,663,707,1
1526,663,877,1
1527,603,3,1
1527,603,17,3
1527,603,73,1
1527,603,85,2
1527,603,126,3
1527,603,356,1
1527,603,396,3
1527,603,426,2
1527,603,457,2
1527,603,608,2
1527,603,615,1
1527,603,658,2
1527,603,730,2
1527,603,742,1
1527,603,746,2
1527,603,780,2
1527,603,812,2
1527,603,855,4
1527,603,865,3
1527,603,894,3
1528,111,1,2
1528,111,26,1
1528,111,102,1
1528,111,122,1
1528,111,126,1
1528,111,189,2
1528,111,191,2
1528,111,343,1
1528,111,390,2
1528,111,394,3
1528,111,451,2
1528,111,457,1
1528,111,463,2
1528,111,491,1
1528,111,496,3
1528,111,517,1
1528,111,541,1
1528,111,763,1
1528,111,805,1
1528,111,826,3
1528,111,880,2
1528,111,897,2
1528,111,900,2
1528,111,928,2
1528,111,974,2
1529,986,58,1
1529,986,94,1
1529,986,124,1
1529,986,169,1
1529,986,241,2
1529,986,297,4
1529,986,407,1
1529,986,445,1
1529,986,520,2
1529,986,546,1
1529,986,566,1
1529,986,598,1
1529,986,830,4
1529,986,854,2
1529,986,860,2
1530,272,89,3
1530,272,108,1
1530,272,148,1
1530,272,190,1
1530,272,202,4
1530,272,258,2
1530,272,416,2
1530,272,505,2
1530,272,509,2
1530,272,697,2
1530,272,920,1
1530,272,976,3
1531,640,74,6
1531,640,156,1
1531,640,314,1
1531,640,341,2
1531,640,370,2
1531,640,401,1
1531,640,506,2
1531,640,509,3
1531,640,543,1
1531,640,615,2
1531,640,617,1
1531,640,631,1
1531,640,644,3
1531,640,646,1
1531,640,661,2
1531,640,791,2
1531,640,795,2
1531,640,861,3
1531,640,903,1
1531,640,992,1
1532,314,107,3
1532,314,241,2
1532,314,436,3
1532,314,465,2
1532,314,606,2
1532,314,649,1
1532,314,782,2
1532,314,903,2
1532,314,931,2
1533,821,35,1
1533,821,302,1
1533,821,307,1
1533,821,369,3
1533,821,550,1
1533,821,595,1
1533,821,615,1
1533,821,724,1
1533,821,733,3
1533,821,754,2
1533,821,771,2
1533,821,785,1
1533,821,786,1
1533,821,928,2
1533,821,995,1
1534,303,33,3
1534,303,53,1
1534,303,93,2
1534,303,105,1
1534,303,141,3
1534,303,195,1
1534,303,199,2
1534,303,218,2
1534,303,227,1
1534,303,270,1
1534,303,334,1
1534,303,369,1
1534,303,421,1
1534,303,423,2
1534,303,451,2
1534,303,505,1
1534,303,567,2
1534,303,672,2
1534,303,732,2
1534,303,782,1
1534,303,879,3
1534,303,944,1
1535,304,72,1
1535,304,180,1
1535,304,238,1
1535,304,297,1
1535,304,425,1
1535,304,478,1
1535,304,518,3
1535,304,566,2
1535,304,598,2
1535,304,688,1
1535,304,697,2
1535,304,747,3
1535,304,760,1
1535,304,858,1
1535,304,886,2
1535,304,988,2
1536,109,30,2
1536,109,91,1
1536,109,117,2
1536,109,170,2
1536,109,185,2
1536,109,227,2
1536,109,234,1
1536,109,272,3
1536,109,287,1
1536,109,291,2
1536,109,311,5
1536,109,437,1
1536,109,473,2
1536,109,657,2
1536,109,660,1
1536,109,688,1
1536,109,785,1
1536,109,794,1
1536,109,853,1
1536,109,921,3
1537,112,2,1
1537,112,15,2
1537,112,33,1
1537,112,155,2
1537,112,191,2
1537,112,574,1
1537,112,611,3
1537,112,694,2
1537,112,708,1
1537,112,828,2
1537,112,855,2
1537,112,917,2
1537,112,957,1
1538,323,26,1
1538,323,223,1
1538,323,239,2
1538,323,380,2
1538,323,388,3
1538,323,499,1
1538,323,517,1
1538,323,577,2
1538,323,628,2
1538,323,960,3
1538,323,973,3
1539,189,66,1
1539,189,89,3
1539,189,127,1
1539,189,201,1
1539,189,234,1
1539,189,255,1
1539,189,400,2
1539,189,544,1
1539,189,850,1
1539,189,920,1
1539,189,943,1
1540,292,70,1
1540,292,90,2
1540,292,151,1
1540,292,284,3
1540,292,291,1
1540,292,400,1
1540,292,435,1
1540,292,550,3
1540,292,565,1
1540,292,610,1
1540,292,863,1
1541,463,23,1
1541,463,30,2
1541,463,143,2
1541,463,250,1
1541,463,345,1
1541,463,436,1
1541,463,492,1
1541,463,539,1
1541,463,549,1
1541,463,624,1
1541,463,631,2
1541,463,647,1
1541,463,666,3
1541,463,695,1
1541,463,704,1
1541,463,711,1
1541,463,794,1
1541,463,806,2
1541,463,819,4
1541,463,918,1
1542,367,181,1
1542,367,253,1
1542,367,291,1
1542,367,314,1
1542,367,327,1
1542,367,332,2
1542,367,392,2
1542,367,401,1
1542,367,412,1
1542,367,442,2
1542,367,655,1
1542,367,659,1
1542,367,663,1
1542,367,673,2
1542,367,677,1
1542,367,692,1
1542,367,695,3
1542,367,723,2
1542,367,795,1
1542,367,808,2
1542,367,815,1
1542,367,868,1
1542,367,915,3
1543,217,148,3
1543,217,187,2
1543,217,258,1
1543,217,526,1
1543,217,669,2
1543,217,680,2
1543,217,695,3
1543,217,760,1
1543,217,777,3
1543,217,825,1
1543,217,888,2
1543,217,912,3
1544,492,4,2
1544,492,31,1
1544,492,64,1
1544,492,355,1
1544,492,405,2
1544,492,547,2
1544,492,569,2
1544,492,667,2
1544,492,682,1
1544,492,699,2
1544,492,784,2
1544,492,800,1
1544,492,832,1
1544,492,950,2
1544,492,972,1
1545,152,41,1
1545,152,53,3
1545,152,58,2
1545,152,126,2
1545,152,188,1
1545,152,192,4
1545,152,295,2
1545,152,304,1
1545,152,311,1
1545,152,378,2
1545,152,563,1
1545,152,608,1
1545,152,736,2
1545,152,764,4
1545,152,903,2
1546,658,52,2
1546,658,66,1
1546,658,169,1
1546,658,170,4
1546,658,203,2
1546,658,231,2
1546,658,241,1
1546,658,367,2
1546,658,418,2
1546,658,477,2
1546,658,548,2
1546,658,563,1
1546,658,598,1
1546,658,609,3
1546,658,617,1
1546,658,643,1
1546,658,791,2
1546,658,853,1
1546,658,899,3
1547,94,26,2
1547,94,81,2
1547,94,89,3
1547,94,148,1
1547,94,179,2
1547,94,196,1
1547,94,458,1
1547,94,474,2
1547,94,492,3
1547,94,510,2
1547,94,582,4
1547,94,595,2
1547,94,675,3
1547,94,749,2
1547,94,750,1
1547,94,854,2
1547,94,985,2
1548,188,3,2
1548,188,212,2
1548,188,268,1
1548,188,305,1
1548,188,313,1
1548,188,326,1
1548,188,388,1
1548,188,391,2
1548,188,441,1
1548,188,491,3
1548,188,509,1
1548,188,538,1
1548,188,582,1
1548,188,622,2
1548,188,637,1
1548,188,646,1
1548,188,698,2
1548,188,706,1
1548,188,806,2
1548,188,830,1
1548,188,996,1
1549,487,8,2
1549,487,60,2
1549,487,100,2
1549,487,197,2
1549,487,376,1
1549,487,389,2
1549,487,468,1
1549,487,513,1
1549,487,564,1
1549,487,620,1
1549,487,676,1
1549,487,698,1
1549,487,713,1
1549,487,823,1
1550,634,23,1
1550,634,58,2
1550,634,425,1
1550,634,448,1
1550,634,528,1
1550,634,542,2
1550,634,597,1
1550,634,610,3
1550,634,672,1
1550,634,794,1
1550,634,841,2
1550,634,903,2
1550,634,957,3
1550,634,964,1
1550,634,997,1
1551,454,7,1
1551,454,34,2
1551,454,38,1
1551,454,47,1
1551,454,75,2
1551,454,120,1
1551,454,179,2
1551,454,186,3
1551,454,257,2
1551,454,260,1
1551,454,320,3
1551,454,322,2
1551,454,360,3
1551,454,371,1
1551,454,385,1
1551,454,500,4
1551,454,528,2
1551,454,546,4
1551,454,586,3
1551,454,617,4
1551,454,645,1
1551,454,722,4
1551,454,754,2
1551,454,761,2
1551,454,766,2
1551,454,810,1
1551,454,875,2
1551,454,928,1
1551,454,929,3
1552,642,83,2
1552,642,119,2
1552,642,121,1
1552,642,123,1
1552,642,153,2
1552,642,172,2
1552,642,197,3
1552,642,201,2
1552,642,229,2
1552,642,233,1
1552,642,307,2
1552,642,310,2
1552,642,325,1
1552,642,556,2
1552,642,557,1
1552,642,568,2
1552,642,696,4
1552,642,707,2
1552,642,792,3
1552,642,903,2
1552,642,971,1
1553,775,78,1
1553,775,117,1
1553,775,179,1
1553,775,321,2
1553,775,333,2
1553,775,335,1
1553,775,393,1
1553,775,423,1
1553,775,447,1
1553,775,500,1
1553,775,517,2
1553,775,576,1
1553,775,605,2
1553,775,646,2
1553,775,665,1
1553,775,673,3
1553,775,686,1
1553,775,694,2
1553,775,698,1
1553,775,855,2
1553,775,862,1
1553,775,925,2
1554,627,39,1
1554,627,66,1
1554,627,178,2
1554,627,187,2
1554,627,211,2
1554,627,231,1
1554,627,257,2
1554,627,313,2
1554,627,317,2
1554,627,445,3
1554,627,704,1
1554,627,723,1
1555,87,35,2
1555,87,37,1
1555,87,38,2
1555,87,101,1
1555,87,135,1
1555,87,206,1
1555,87,227,2
1555,87,296,1
1555,87,333,2
1555,87,387,1
1555,87,439,1
1555,87,604,1
1555,87,680,2
1555,87,721,2
1555,87,955,1
1556,85,34,1
1556,85,53,1
1556,85,59,1
1556,85,79,1
1556,85,84,1
1556,85,171,1
1556,85,241,2
1556,85,340,4
1556,85,386,1
1556,85,438,2
1556,85,590,1
1556,85,676,1
1556,85,688,1
1556,85,734,1
1556,85,893,1
1556,85,926,2
1556,85,947,1
1557,726,53,1
1557,726,85,4
1557,726,90,1
1557,726,115,1
1557,726,156,2
1557,726,280,1
1557,726,366,2
1557,726,397,2
1557,726,399,3
1557,726,430,2
